Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
Q3035891,Don Reese,American football player (1951-2003),Male,United States of America,Athlete,1951,2003,natural causes,52
Q3035982,Donald Adams,"Opera singer, actor (1928-1996)",Male,United Kingdom,Artist,1928,1996,natural causes,68
Q3035998,Donald Calthrop,actor,Male,United Kingdom,Artist,1888,1940,natural causes,52
Q3036022,Donald G. Jackson,film director (1943-2003),Male,United States of America,Artist,1943,2003,natural causes,60
Q3036071,Donald Morrison,Canadian outlaw,Male,NA,NA,1858,1894,natural causes,36
Q3036755,Donn Clendenon,"American professional baseball player, first baseman",Male,United States of America,Athlete,1935,2005,natural causes,70
Q3036989,Marco Aurélio Garcia,Brazilian politician,Male,Brazil,Politician,1941,2017,natural causes,76
Q3037066,Doris Lloyd,English actress,Female,United Kingdom,Artist,1896,1968,natural causes,72
Q3037168,Dorothy Dwan,actress (1906-1981),Female,United States of America,Artist,1906,1981,natural causes,75
Q3037176,Dorothy Loudon,"American actress, singer, performer (1925-2003)",Female,United States of America,Artist,1925,2003,natural causes,78
Q3037179,Lady Dorothy Macmillan,English socialite; wife of British Prime Minister Harold Macmillan,Female,United Kingdom; United Kingdom of Great Britain and Ireland,NA,1900,1966,natural causes,66
Q3037180,Dorothy Patrick,actress,Female,Canada,Artist,1921,1987,natural causes,66
Q3038007,Douglas Heyes,American filmmaker (1919-1993),Male,United States of America,Artist,1919,1993,natural causes,74
Q3038014,Douglas Jardine,English cricketer (1900-1958),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Athlete,1900,1958,natural causes,58
Q3038018,Douglas MacLean,American actor (1890-1967),Male,United States of America,Artist,1890,1967,natural causes,77
Q3039324,Tony D'Amario,French actor,Male,France,Artist,1961,2005,natural causes,44
Q3039410,Drew Posada,American comic book colorist,Male,United States of America,Artist,1969,2007,natural causes,38
Q3039489,Driss Benzekri,Moroccan politician,Male,Morocco,Politician,1950,2007,natural causes,57
Q3039682,Germán Espinosa,Colombian writer,Male,Colombia,Artist,1938,2007,natural causes,69
Q3040367,Jukka Toivola,Finnish distance runner,Male,Finland,Long-distance runner,1949,2011,natural causes,62
Q3040561,Ömer Kavur,Turkish film director,Male,Turkey,Artist,1944,2005,natural causes,61
Q3041237,Duncan Hines,American writer and food critic,Male,United States of America,Journalist,1880,1959,natural causes,79
Q3041550,Miguel Portas,Portuguese politician,Male,Portugal,Politician,1958,2012,natural causes,54
Q3041939,Dylan Mika,New Zealand rugby union footballer,Male,New Zealand,Athlete,1972,2018,natural causes,46
Q3041948,Gregory Slay,American musician,Male,United States of America,Artist,1969,2010,natural causes,41
Q3042261,Dámaso González,Spanish matador,Male,Spain,Bullfighter; matador,1947,2017,natural causes,70
Q3042629,Edwin Long,British artist (1829-1891),Male,United Kingdom of Great Britain and Ireland,Artist,1829,1891,natural causes,62
Q3042797,Joseph Malègue,French writer,Male,France,Artist,1876,1940,natural causes,64
Q3043628,Juha Widing,Swedish ice hockey player,Male,Finland,Athlete,1947,1984,natural causes,37
Q3045098,Magnus Magnusson,"Icelandic television presenter, journalist, translator and writer.",Male,United Kingdom; Iceland,Researcher,1929,2007,natural causes,78
Q3045348,George Hogg,British adventurer,Male,United Kingdom,Artist,1915,1945,natural causes,30
Q3045703,Paul Cavanagh,actor (1888-1964),Male,United Kingdom,Artist,1888,1964,natural causes,76
Q3046262,Warner Anderson,American actor (1911-1976),Male,United States of America,Artist,1911,1976,natural causes,65
Q3046419,Earle Hodgins,actor (1893-1964),Male,United States of America,Artist,1893,1964,natural causes,71
Q3047155,Ed Brown,football quarterback and punter (1928-2007),Male,United States of America,Athlete,1928,2007,natural causes,79
Q3047161,Ed Devereaux,"Australian actor, film director",Male,Australia,Artist,1925,2003,natural causes,78
Q3047164,Ed Chynoweth,Canadian ice hockey administrator,Male,Canada,Athlete,1941,2008,natural causes,67
Q3047169,Ed Emshwiller,American illustrator and filmmaker,Male,United States of America,Artist,1925,1990,natural causes,65
Q3047197,Ed Paschke,American painter (1939-2004),Male,United States of America,Artist,1939,2004,natural causes,65
Q3047198,Ed Peck,American actor (1917-1992),Male,United States of America,Artist,1917,1992,natural causes,75
Q3047245,Eddie Boland,actor,Male,United States of America,Artist,1883,1935,natural causes,52
Q3047261,Eddie Fontaine,American actor and singer (1927-1992),Male,United States of America,Artist,1927,1992,natural causes,65
Q3047268,Eddie Gribbon,actor (1890-1965),Male,United States of America,Artist,1890,1965,natural causes,75
Q3047429,Edgar Barrier,"Film, radio and television actor (1907-1964)",Male,United States of America,Artist,1907,1964,natural causes,57
Q3047481,Edgar Ravenswood Waite,Australian ichthyologist,Male,United Kingdom; Australia; United Kingdom of Great Britain and Ireland,Ornithologist; ichthyologist; herpetologist,1866,1928,natural causes,62
Q3047620,Edith Atwater,"American stage, film and television actress (1911-1986)",Female,United States of America,Artist,1911,1986,natural causes,75
Q3047637,Edith Méra,French actress,Female,Austria,Artist,1905,1935,natural causes,30
Q3047645,Edith Roberts,silent film actress (1899-1935),Female,United States of America,Artist,1899,1935,natural causes,36
Q3048119,Edmund Morel,British railway engineer,Male,United Kingdom of Great Britain and Ireland,Engineer,1840,1871,natural causes,31
Q3048146,"Sir Edmund Walker Head, 8th Baronet",British colonial administrator,Male,United Kingdom of Great Britain and Ireland,Researcher,1805,1868,natural causes,63
Q3048418,Edvard Isto,Finnish painter (1865-1905),Male,Grand Duchy of Finland,Artist,1865,1905,natural causes,40
Q3048431,Edward Andrews,American actor (1914-1985),Male,United States of America,Artist,1914,1985,natural causes,71
Q3048466,Jackie Jensen,Baseball player and coach,Male,United States of America,Athlete,1927,1982,natural causes,55
Q3048467,Edward Bramwell Clarke,Introduced rugby to japan,Male,United Kingdom,Teacher,1874,1934,natural causes,60
Q3048480,Edward Chapman,English actor (1901-1977),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1901,1977,natural causes,76
Q3048596,Edward Lawrence Bader,American politician,Male,United States of America,Politician,1874,1927,natural causes,53
Q3048661,Edward Richard Alston,Scottish zoologist,Male,United Kingdom of Great Britain and Ireland,Researcher,1845,1881,natural causes,36
Q3048774,Edwin Butterworth Mains,American mycologist,Male,United States of America,Mycologist,1890,1968,natural causes,78
Q3048791,Edwin John Luce,Jersey writer,Male,Jersey,Artist,1881,1918,natural causes,37
Q3049445,Einar Aaron Swan,"American musician, arranger and composer",Male,United States of America,Artist,1903,1940,natural causes,37
Q3051193,Elizabeth Brontë,Brontë sister,Female,United Kingdom of Great Britain and Ireland,NA,1815,1825,natural causes,10
Q3051338,Margaret Gibson,actress (1894-1964),Female,United States of America,Artist,1894,1964,natural causes,70
Q3052099,John Carl Buechler,Horror film director (1952-2019),Male,United States of America,Artist,1952,2019,natural causes,67
Q3052236,Emil Pinheiro,Brazilian illegal lottery operator,Male,Brazil,Athlete,1923,2001,natural causes,78
Q3052298,Emiliano Mondonico,Italian football player and coach (1947-2018),Male,Italy,Athlete,1947,2018,natural causes,71
Q3052355,William Hewson,British physiologist,Male,Kingdom of Great Britain,Surgeon; physiologist; anatomist,1739,1774,natural causes,35
Q3052360,Emily Bowes,British artist (1806-1857),Female,United Kingdom of Great Britain and Ireland,Artist,1806,1857,natural causes,51
Q3052475,Emma Saïd Ben Mohamed,French singer,Female,France,Circus performer,1876,1930,natural causes,54
Q3052686,Emmanuel Dungia,Democratic Republic of the Congo politician,Male,Republic of the Congo; Democratic Republic of the Congo,Politician,1948,2006,natural causes,58
Q3052909,Emmanuel Yarborough,American mixed martial artist (1964-2015),Male,United States of America,Athlete,1964,2015,natural causes,51
Q3054687,Enrique Lihn Carrasco,Chilean poet,Male,Chile,Artist,1929,1988,natural causes,59
Q3056176,Naima Akef,"Egyptian belly dancer, film actress, acrobat, and performer",Female,Egypt,Artist,1929,1966,natural causes,37
Q3056625,Erin O'Brien-Moore,American actress (1902-1979),Female,United States of America,Artist,1902,1979,natural causes,77
Q3056824,Ernest Ange Duez,French painter (1843-1896),Male,France,Artist,1843,1896,natural causes,53
Q3057212,Ernest Whitman,American actor (1893-1954),Male,United States of America,Artist,1893,1954,natural causes,61
Q3057331,Roy Kilner,Cricket player of England. (1890-1928),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Athlete,1890,1928,natural causes,38
Q3057488,Errol Thompson,"Record producer, dub musician",Male,Jamaica,Artist,1948,2004,natural causes,56
Q3057501,Ertem Eğilmez,Turkish film director,Male,Turkey,Artist,1929,1989,natural causes,60
Q3057959,George Macaulay,professional English cricketer (1897-1940),Male,United Kingdom; United Kingdom of Great Britain and Ireland,Athlete,1897,1940,natural causes,43
Q3059324,Étienne Biéler,physicist,Male,Canada,Researcher,1895,1929,natural causes,34
Q3059595,Eugenie Besserer,actress (1868-1934),Female,United States of America,Artist,1868,1934,natural causes,66
Q3059947,Eugene Jamot,French tropical medicine,Male,France,Military personnel,1879,1937,natural causes,58
Q3061289,Eva Tanguay,Canadian singer and film actor,Female,Canada,Artist,1878,1947,natural causes,69
Q3061576,Yevgeny Zharikov,Russian actor,Male,Russia; Soviet Union,Artist,1941,2012,natural causes,71
Q3062966,Mary Thurman,actress (1895-1925),Female,United States of America,Artist,1895,1925,natural causes,30
Q3063864,Fabrice Emaer,French businessman,Male,France,Businessperson,1935,1983,natural causes,48
Q3063992,Fikret Kızılok,Turkish musician,Male,Turkey,Artist,1946,2001,natural causes,55
Q3064407,Fadwa Soliman,Syrian actress,Female,Syria,Artist,1972,2017,natural causes,45
Q3066165,Quentin Elias,French singer and model,Male,France,Artist,1974,2014,natural causes,40
Q3066359,Derek Royle,British actor (1928-1990),Male,United Kingdom,Artist,1928,1990,natural causes,62
Q3066379,Luigi Visconti,Italian actor (1913-1971),Male,Italy; Kingdom of Italy,Artist,1913,1971,natural causes,58
Q3066432,Fanny Allen,American Roman Catholic nun,Female,United States of America,Nun,1784,1819,natural causes,35
Q3066707,Ted Dumitru,Romanian football manager (1939-2016),Male,Romania,Athlete,1939,2016,natural causes,77
Q3066855,Farhad Mehrad,Iranian Singer And Guitarist,Male,Iran,Artist,1944,2002,natural causes,58
Q3066876,Farid Chopel,French actor,Male,France,Artist,1952,2008,natural causes,56
Q3066932,Manuel Delgado Villegas,Spanish serial killer,Male,Spain,Serial killer,1943,1998,natural causes,55
Q3067012,Olga Kirsch,Israeli poet in afrikaans,Female,South Africa,Researcher,1924,1997,natural causes,73
Q3067385,James Jackson Putnam,American neurologist,Male,United States of America,Neurologist,1846,1918,natural causes,72
Q3067781,Séamus Ennis,Irish singer and piper,Male,Ireland,Artist,1919,1982,natural causes,63
Q3068425,Fenton Robinson,American Chicago blues singer and guitarist,Male,United States of America,Artist,1935,1997,natural causes,62
Q3069067,Fernand Brunel,French football player (1907-1927),Male,France,Athlete,1907,1927,natural causes,20
Q3069172,Fernand Gignac,Canadian actor,Male,Canada,Artist,1934,2006,natural causes,72
Q3069225,Jean-Pierre Hautier,TV presenter,Male,Belgium,Journalist,1955,2012,natural causes,57
Q3069245,Fernand Legros,French art dealer,Male,United States of America; France,Artist,1931,1983,natural causes,52
Q3069332,Fernand Sardou,French singer,Male,France,Artist,1910,1976,natural causes,66
Q3069500,Fernando Maurício,Portuguese musician,Male,Portugal,Artist,1933,2003,natural causes,70
Q3071080,Lucas Demare,Argentine film director,Male,Argentina,Artist,1910,1981,natural causes,71
Q3071572,Yvonne Fair,American singer,Female,United States of America,Artist,1942,1994,natural causes,52
Q3071582,Fifi D'Orsay,film actress (1904-1983),Female,United States of America,Artist,1904,1983,natural causes,79
Q3072011,Rosaleen Norton,Australian artist,Female,Australia,Artist,1917,1979,natural causes,62
Q3072218,J. Warren Kerrigan,American actor and director (1879-1947),Male,United States of America,Artist,1879,1947,natural causes,68
Q3072881,Firmin Le Bourhis,French writer,Male,France,Artist,1950,2018,natural causes,68
Q3073125,Tara Palmer-Tomkinson,British television personality,Female,United Kingdom,Artist,1971,2017,natural causes,46
Q3073760,Flip Wilson,American comedian and actor (1933-1998),Male,United States of America,Artist,1933,1998,natural causes,65
Q3073839,Flor Van Noppen,Belgian politician,Male,Belgium,Politician,1956,2014,natural causes,58
Q3073851,Flora Shaw,"English journalist and writer, editor",Female,United Kingdom; United Kingdom of Great Britain and Ireland,Artist,1852,1929,natural causes,77
Q3073941,Florence Barker,Silent film actress (1891-1913),Female,United States of America,Artist,1891,1913,natural causes,22
Q3074028,Florence Rice,actress (1907-1974),Female,United States of America,Artist,1907,1974,natural causes,67
Q3074303,Momoko Kōchi,Japanese actress,Female,Japan,Artist,1932,1998,natural causes,66
Q3074307,Florin Cioabă,Romanian Romani Pentecostal minister,Male,Romania; Socialist Republic of Romania; Romanian People's Republic,Politician,1954,2013,natural causes,59
Q3074308,Jason Robards,American stage and screen actor (1892-1963),Male,United States of America,Artist,1892,1963,natural causes,71
Q3074979,Henry Spencer Palmer,British military engineer and surveyor,Male,United Kingdom of Great Britain and Ireland,Engineer,1838,1893,natural causes,55
Q3075664,James Murdoch,British journalist and academic,Male,United Kingdom of Great Britain and Ireland,Researcher,1856,1921,natural causes,65
Q3078072,Robert Lowery,"American motion picture, television, and stage actor (1913-1971)",Male,United States of America,Artist,1913,1971,natural causes,58
Q3079979,Émile Masson,French writer,Male,France,Researcher,1869,1923,natural causes,54
